"","Korea","Saudi","Taiwan","Mexico","USA","China","Canada","Japan","HongKong","Date"
"2010-06-03",1661.83996582031,6120.52001953125,7289.330078125,31331.859375,1098.38000488281,2571.42309570312,11780.7001953125,9901.1904296875,19780.0703125,2010-06-03
"2010-06-04",1664.13000488281,5966.02001953125,7195.7099609375,30992.650390625,1102.82995605469,2552.65600585938,11811.900390625,9520.7998046875,19378.150390625,2010-06-04
"2010-06-07",1637.96997070312,6001.3798828125,7360.27978515625,30739.009765625,1064.88000488281,2553.59301757812,11569.599609375,9537.9404296875,19487.48046875,2010-06-07
"2010-06-08",1651.47998046875,6001.3798828125,7344.58984375,31059.830078125,1050.46997070312,2511.72900390625,11504.7001953125,9439.1298828125,19621.240234375,2010-06-08
"2010-06-09",1647.21997070312,NA,7157.830078125,31209.330078125,1062,2513.94702148438,11517.2001953125,9542.650390625,19632.69921875,2010-06-09
"2010-06-10",1651.69995117188,5988.18017578125,7151.990234375,31910.220703125,1055.68994140625,2583.8701171875,11450.599609375,9705.25,19872.380859375,2010-06-10
"2010-06-11",1675.33996582031,5999.91015625,7071.669921875,32124.279296875,1086.83996582031,2562.580078125,11635.900390625,9879.849609375,20051.91015625,2010-06-11
"2010-06-14",1690.59997558594,6110.97998046875,7181.77001953125,32238.41015625,1091.59997558594,2569.94091796875,11666.900390625,9887.8896484375,20062.150390625,2010-06-14
"2010-06-15",1690.03002929688,6110.97998046875,7299.490234375,32685.400390625,1089.63000488281,NA,11667.2998046875,10067.150390625,20138.400390625,2010-06-15
"2010-06-16",1705.32995605469,NA,7387.39990234375,32805.62890625,1115.22998046875,2560.2451171875,11907.5,9999.400390625,20286.7109375,2010-06-16
"2010-06-17",1707.92004394531,6340.02978515625,7454.06005859375,32775.33984375,1114.60998535156,2513.22192382812,11921.099609375,9995.01953125,20912.1796875,2010-06-17
"2010-06-18",1711.94995117188,6323.9501953125,7515.77978515625,32814.62109375,1116.0400390625,2586.208984375,11946,10238.009765625,20819.080078125,2010-06-18
"2010-06-21",1739.68005371094,6346.43994140625,7493.10986328125,32882,1117.51000976562,2588.69799804688,11927.599609375,10112.8896484375,20856.609375,2010-06-21
"2010-06-22",1731.47998046875,6346.43994140625,7635.56005859375,32470.69921875,1113.19995117188,2569.8720703125,11936.099609375,9923.7001953125,20733.490234375,2010-06-22
"2010-06-23",1725.81994628906,NA,7612.68017578125,32663.2890625,1095.31005859375,2566.7451171875,11797.900390625,9928.33984375,20690.7890625,2010-06-23
"2010-06-24",1739.86999511719,6450.68017578125,7582.14990234375,32312.759765625,1092.0400390625,2552.81689453125,11807.5,9737.48046875,20726.6796875,2010-06-24
"2010-06-25",1729.83996582031,6363.5498046875,7589.89013671875,32607.130859375,1073.68994140625,2535.27807617188,11670.2001953125,9693.9404296875,20248.900390625,2010-06-25
"2010-06-28",1732.03002929688,6343.47021484375,7474.7099609375,32568.189453125,1076.76000976562,2427.05200195312,11707.900390625,9570.669921875,20128.990234375,2010-06-28
"2010-06-29",1707.76000976562,6343.47021484375,7500.7900390625,31473.19921875,1074.56994628906,2398.3701171875,11607,9382.6396484375,19905.3203125,2010-06-29
"2010-06-30",1698.2900390625,NA,7423.56982421875,31156.970703125,1041.23999023438,2373.7919921875,11263.7998046875,9191.599609375,19842.19921875,2010-06-30
"2010-07-01",1686.23999023438,6302.580078125,7329.3701171875,31197.0390625,1030.7099609375,2382.90087890625,11294.400390625,9203.7099609375,20084.119140625,2010-07-01
"2010-07-02",1671.81994628906,6135.85986328125,7254.06005859375,31379.669921875,1027.36999511719,2363.94799804688,11196.099609375,9266.7802734375,19857.0703125,2010-07-02
"2010-07-05",1675.36999511719,6093.759765625,7330.740234375,31391.44921875,1022.58001708984,2409.42407226562,11092.5,9338.0400390625,20050.560546875,2010-07-05
"2010-07-06",1684.93994140625,6093.759765625,7439.9599609375,31533.580078125,1028.06005859375,2421.11694335938,11200.2001953125,9279.650390625,20378.66015625,2010-07-06
"2010-07-07",1675.65002441406,NA,7548.47998046875,32035.189453125,1060.27001953125,2415.14990234375,11397.2998046875,9535.740234375,20467.4296875,2010-07-07
"2010-07-08",1698.64001464844,6030.31982421875,7534.4599609375,31960.640625,1070.25,2470.92309570312,11433.400390625,9585.3203125,20431.060546875,2010-07-08
"2010-07-09",1723.01000976562,6125.72998046875,7608.85009765625,32004.310546875,1077.9599609375,2490.71801757812,11570.5,9548.1103515625,20560.810546875,2010-07-09
"2010-07-12",1734.05004882812,6056.41015625,7647.25,31870.55078125,1078.75,2450.28491210938,11565.7998046875,9537.23046875,20255.619140625,2010-07-12
"2010-07-13",1735.07995605469,6056.41015625,7639.5498046875,32185.19921875,1095.33996582031,2470.43994140625,11672.7998046875,9795.240234375,20250.16015625,2010-07-13
"2010-07-14",1758.01000976562,NA,7597.419921875,32305.7109375,1095.17004394531,2424.30395507812,11620.2001953125,9685.5302734375,20090.94921875,2010-07-14
"2010-07-15",1751.2900390625,6216.7001953125,7714.509765625,32381.060546875,1096.47998046875,2424.27099609375,11741.7998046875,9408.3603515625,20264.58984375,2010-07-15
"2010-07-16",1738.44995117188,6216.669921875,7704.52001953125,31783.390625,1064.88000488281,2475.4208984375,11569.7001953125,9278.830078125,20487.23046875,2010-07-16
"2010-07-19",1731.94995117188,6174.740234375,7664.56982421875,31845.880859375,1071.25,2528.72900390625,11543.5,9220.8798828125,20589.69921875,2010-07-19
"2010-07-20",1736.77001953125,6174.740234375,7649.830078125,32024.26953125,1083.47998046875,2535.39404296875,11629.900390625,9430.9599609375,20815.330078125,2010-07-20
"2010-07-21",1748.78002929688,NA,7712.02978515625,32108.990234375,1069.58996582031,2562.40600585938,11513.2998046875,9503.66015625,20839.91015625,2010-07-21
"2010-07-22",1735.53002929688,6131.2998046875,7701.2900390625,32720.759765625,1093.67004394531,2572.02807617188,11667.7998046875,9496.849609375,20973.390625,2010-07-22
"2010-07-23",1758.06005859375,6068.64990234375,7666.33984375,32806.03125,1102.66003417969,2588.68310546875,11714.2001953125,9753.26953125,21091.1796875,2010-07-23
"2010-07-26",1769.06994628906,6089.9501953125,7761.22021484375,32958.890625,1115.01000976562,2575.36791992188,11746.099609375,9696.01953125,21093.8203125,2010-07-26
"2010-07-27",1768.31005859375,6089.9501953125,7787.4501953125,32695.310546875,1113.83996582031,2633.6630859375,11716.7001953125,9537.2998046875,21029.810546875,2010-07-27
"2010-07-28",1773.46997070312,NA,7748.009765625,32665.560546875,1106.13000488281,2648.11596679688,11696.599609375,9570.3095703125,21412.7890625,2010-07-28
