"","Korea","Saudi","Taiwan","Mexico","USA","China","Canada","Japan","HongKong","Date"
"1",0.0025096573658514,0,0.00160113707181431,0.00451654090668541,0.00789672944308784,0.00334350572646436,0.00290093937388747,0.00370071847265763,0.0180270656670487,2010-04-02
"2",0.000869948558841038,0.000633537312094035,0.00790788272101928,-0.00500818054636554,0.00168287887534913,0.000229196912419738,-0.00244013369985652,0.00470357062254401,-0.00281901449532818,2010-04-05
"3",0.000637467481016785,-0.00676011701623125,0.00396386074529964,-0.00193453295918644,-0.00589404296726226,-0.00331668149685527,-0.00377456839233226,-0.00503762439584676,0.0154946610459952,2010-04-06
"4",0.000295427494498846,0.00229189545054354,-0.00793355797244999,0.00811478390296294,0.00336866143085501,-0.00941869571055065,0.000214627346235119,0.000931091594290834,-0.00317183397139154,2010-04-07
"5",0.00414987024837199,0,0.00426384256627621,0.000340922143447386,0.00666166829683146,0.00850506458341727,0.00521195279502074,-0.0110975463159342,-0.00156597204405529,2010-04-08
"6",-0.00538427301993583,0,0.00317342206612281,-0.000985691165514169,0.00176505085714052,-0.00512669949318045,-0.00231030168945701,0.00323071763943439,0.000809515351223311,2010-04-09
"7",-0.00825091763479868,0.0158385511912176,-0.0109021211293339,0.00868186633679535,0.000685166039836815,0.0101703336997137,-0.00389277239256103,0.00423584869873039,0.00164368787606328,2010-04-12
"8",0.00016949799124788,0.0000973232075409669,0.00835876238083522,0.00059491074344642,0.0110883630999083,0.00155896682327139,0.00846716260158864,-0.00809083006380007,-0.0132914304666443,2010-04-13
"9",0.0143592514537731,0.00100622905555348,0.00919666418289466,-0.0151382167030558,0.000842183991177414,-0.000384461334887121,0.00058155623683831,0.00390500955605333,-0.0212665872402038,2010-04-14
"10",0.00493216653206741,0,-0.00741491173052289,-0.0054165939683255,-0.0162579824185478,-0.0110128472623749,-0.0115970860625048,0.00612934853377034,0.0101426984747022,2010-04-15
"11",-0.00541632181950202,0,-0.0322404215619585,0.011104184261006,0.00451114073953018,-0.049106486187803,0.00267231111896571,-0.0153391087377663,-0.00521401293803692,2010-04-16
"12",-0.0169723394606551,-0.00557957368057771,0.00586491840611991,-0.00879194657269089,0.00802604573707111,-0.0002564368951532,0.000867177392109397,-0.0175744473694959,-0.00260626712263878,2010-04-19
"13",0.00743722565761828,-0.0203161941161945,0.011341150879062,0.00420366078197176,-0.00101951643570164,0.0178773449805245,0.00174031079055581,-0.000741865971937372,-0.0098573177366692,2010-04-20
"14",0.0170536459893453,0.00231024401270119,-0.00148283336596045,0.0057862506409041,0.0022613206430897,-0.011203671934636,0.0021650751393345,0.0172231483645024,0.0159965077704172,2010-04-21
"15",-0.00462272428836741,0,0.00327839178090983,-0.00242929009164783,0.00709826768321875,-0.00533069000307762,0.00645064581830646,-0.0127919587912082,-0.0151825654839506,2010-04-22
"16",-0.00143244919542251,0,0.018963596553526,-0.0328750883727356,-0.00430570435509292,-0.00471497103827012,0.0033767877314741,-0.00316782151858774,-0.0148014959629812,2010-04-23
"17",0.00869533825030899,0.0291802237546506,-0.0014352037605132,0.00833436956285993,-0.0236596401787015,-0.0209537823743347,-0.0109958085917921,0.0227661311196758,-0.00817101747639981,2010-04-26
"18",-0.00151347346302355,-0.00248960046974567,-0.00799735316393857,-0.00279149211193541,0.00644195837818096,-0.00261590542598622,-0.00576297463472741,0.0041888678896651,0.0157410517285683,2010-04-27
"19",-0.00897964631070725,-0.00641500858037425,-0.00340861539599757,-0.00529929960430842,0.0128601802812893,-0.011059388429894,0.0101659561902565,-0.0260089886018964,-0.0141810978041548,2010-04-28
"20",-0.00317127178030319,0,-0.00620239563861347,-0.0174881070304149,-0.0167878101398662,0.000759429519991528,0.000852106939847275,0.0120654000063993,-0.00232395915229766,2010-04-29
"21",0.00757357510320045,0,-0.00652781304549599,-0.00391076770305254,0.0130352574532617,-0.0123852535860642,-0.0011636071979666,-0.0332590256547114,-0.0211984315258587,2010-04-30
"22",-0.0117537877618297,0.00345211597706907,-0.0026947045537149,-0.0188132577229609,-0.0241271999574177,0.00768525734205916,-0.0136706527095694,-0.0314457229249552,-0.00959593878270049,2010-05-03
